기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,상권업종소분류명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수,자치구,행정동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300027,섬유제품,1781366099,9589,83,17,7,22,22,20,12,17,0,0,10,36,35,19,0,49,51,0,2,11,26,19,43,1478436764,302929335,125299302,397889972,389204079,355593454,210449957,295494400,7434935,0,180429933,642747155,614453097,343735914,0,708354553,724799920,0,25653475,151280269,368008615,266698779,621513336,7761,1828,1475,1328,1623,1888,1447,1533,295,0,444,3157,4306,1682,0,2154,6048,0,295,768,1181,2213,3748,99,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300022,화장품,296734518,15698,67,33,11,10,13,14,19,18,16,0,6,25,31,39,1,19,81,2,21,18,19,24,17,198822588,97911930,32595720,30730722,37077156,41410213,57008777,51996828,45915102,0,16514646,72608122,90742758,114094948,2774044,53778996,233976075,4436942,59779905,52831682,55188946,68059231,47458364,10070,5628,1751,1642,1783,2111,2783,3018,2610,0,720,3752,4800,6379,47,2669,12888,333,3996,3397,3172,2812,1848,6,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300018,의약품,1308000000,29170,97,3,20,22,20,18,18,3,1,0,30,27,32,12,0,49,51,0,3,16,21,21,40,1266370397,41629603,255886619,286339202,254519798,235605694,234019084,35365421,6264182,0,387108210,351552472,419253544,149770317,315457,636904684,671095316,1072540,36623732,206884346,268977841,274452301,519989240,26763,2407,5506,5994,5135,5082,5046,1670,737,0,6901,8535,9883,3827,24,13553,15617,54,2527,3919,5656,6619,10395,5,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300017,시계및귀금속,10664236,18,68,32,0,49,18,0,0,32,0,0,0,18,32,49,0,0,100,0,0,0,0,51,49,7231796,3432440,0,5267020,1964776,0,0,3432440,0,0,0,1964776,3432440,5267020,0,0,10664236,0,0,0,0,5397216,5267020,12,6,0,6,6,0,0,6,0,0,0,6,6,6,0,0,18,0,0,0,0,12,6,4,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300015,가방,73626269,1892,66,34,10,15,11,12,19,20,14,0,0,28,47,25,0,13,87,0,6,8,9,12,65,48419599,25206670,7161218,10701138,7832582,8788768,13935893,15034487,10172183,0,0,20507124,34931280,18187865,0,8300502,55418058,0,4007841,4821616,5655733,7852927,41380445,1425,467,264,348,325,203,285,264,203,0,0,692,712,488,0,427,1200,0,142,163,203,366,753,8,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300011,일반의류,975232288,36785,68,32,12,12,11,13,20,17,15,0,1,28,34,34,3,22,78,1,17,22,19,19,23,662875998,312356290,112586101,117385257,106079319,128897551,197927770,166047745,146308545,0,7622232,270504628,333755412,331425315,31924701,211121812,764110476,5720849,164992694,210297613,188063176,180893640,225264316,23477,13308,4449,4430,4374,4809,5415,7193,6115,0,398,9315,12230,14652,190,9400,27385,375,8723,9629,5483,6326,6249,68,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300002,편의점,1301002744,395130,67,33,12,12,13,13,17,19,14,2,24,18,19,25,12,57,43,2,29,27,20,15,8,868259704,432743040,156115190,161409528,165285378,168042605,217407003,247738324,185004716,29963100,314683044,238014586,244013626,318514889,155813499,740140041,560862703,20879821,377219016,349942498,256620280,197730986,98610143,257576,137554,46971,46732,47832,49267,66774,78485,59069,4731,97905,74210,79740,97887,40657,212965,182165,7431,129204,103695,69296,58279,27225,11,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS300001,슈퍼마켓,2964025332,212476,75,25,15,14,15,14,16,17,8,0,7,21,29,38,5,37,63,0,8,12,21,29,31,2212227939,751797393,442940096,424961296,438662987,425624624,480038936,506929224,244868169,1032976,191831097,626990010,860967513,1126080304,157123432,1068588114,1847990340,4111899,239091587,343430905,605330148,834314915,890299000,160708,51768,32195,31039,31782,30600,35092,34244,17524,69,12302,44197,61382,82770,11756,80917,129466,654,23103,28035,42470,53891,62231,18,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS200028,미용실,663619459,6918,58,42,10,7,11,12,19,26,16,0,3,30,36,31,1,35,65,0,11,27,29,20,13,387881729,275737730,63693232,45535224,75946965,79771439,122934869,170561332,105176398,0,17774773,195835270,236285759,204508966,9214691,229310386,434309073,2574198,73513457,177871983,189283707,131481079,88895035,4165,2753,743,567,793,748,1314,1635,1118,0,380,2081,2042,2405,10,2945,3973,55,1134,1936,1760,1296,737,4,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100010,커피-음료,2294418349,259539,65,35,11,12,13,13,15,19,16,0,10,32,28,28,3,33,67,1,27,31,19,14,8,1482694582,811723767,260497211,277278397,292469828,301306117,351143029,440200684,371523083,8921,234007239,737222883,634251472,630309680,58618154,680661797,1387610211,18222412,565652220,634962082,384971113,297162403,167301778,165803,93736,30140,30687,32084,33036,39856,50743,42993,6,35498,74548,72044,70105,7338,85234,158615,2996,72412,70562,43812,35599,18466,21,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100008,분식전문점,3445794929,276011,65,35,12,12,12,13,16,18,17,0,10,32,16,36,6,44,56,1,25,29,19,17,9,2242468877,1203326052,403017597,403784813,427849746,443831689,563985032,634359105,568966947,12677529,354659250,1105800363,533411928,1225808365,213437494,1411597902,1801706617,31725216,809211839,922107160,624144774,554474183,271641347,183665,92346,33563,32793,33921,35502,47886,50747,41599,2019,48315,76760,44802,82346,21769,124438,140930,3615,65951,65148,50532,52559,27564,22,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100006,패스트푸드점,1787956773,182652,66,34,12,12,13,13,17,19,15,0,12,31,21,30,6,46,54,1,28,27,19,16,9,1186860578,601096195,215204821,215607041,232328671,223283816,300436229,340274544,260821651,533520,217861722,559623675,367970111,528917359,113050386,751205700,889907588,22492804,460439526,438510481,309297986,259612988,150759501,121652,61000,22720,22268,22858,22949,30857,34127,26873,66,27290,50347,38644,51492,14813,82454,91830,2849,51825,45005,32392,27209,15003,10,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100005,제과점,895903287,111874,67,33,12,12,13,13,17,19,14,0,25,21,20,28,7,34,66,1,25,24,18,19,14,599964278,295939009,109728425,110028914,115676536,111669245,152861158,166861436,129077573,3462996,221590133,185913774,175800746,247874791,61260847,281073717,541600335,8369815,202973346,200455582,144592522,152842962,113439828,75780,36094,13824,14059,14645,14081,19171,20176,15918,587,30762,22110,21198,29643,7574,36963,69089,1358,29313,27070,17290,18238,12781,6,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100004,양식음식점,2586937053,40371,61,39,11,11,12,13,15,20,18,0,2,29,18,40,12,52,48,1,28,35,17,12,7,1584486440,1002450613,285411693,276104697,316545685,331882500,374541865,528470903,473979710,0,38979354,750406431,475408639,1025190695,296951934,1167952294,1093866313,11674849,639937092,781812351,391016224,278475717,158902376,26125,14246,4722,4775,5210,5305,6113,7670,6576,0,1307,14195,7579,15300,1990,15920,20880,324,9730,11967,6882,5071,2825,14,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100003,일식음식점,954906297,45232,67,33,12,12,13,14,17,18,16,0,0,39,20,41,0,39,61,2,31,25,18,16,8,636165159,318741138,118057756,111056814,119430597,130083758,157536234,169112987,149628151,0,3864967,367544993,188704412,391769034,3022891,339169793,525240078,17067838,266284404,216081102,151943617,141059393,71973518,30861,14371,5753,5578,5677,6105,7748,7656,6715,0,226,16637,9829,18440,100,16539,25747,1073,13360,10182,7167,7013,3493,8,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100002,중식음식점,2025170086,50444,66,34,11,12,14,14,15,18,17,0,0,32,17,40,11,45,55,1,20,32,20,16,11,1333838357,691331729,212248140,245149645,289440326,282664336,304335910,356712089,334619640,0,3629300,654292465,340687270,812588696,213972355,735386754,908999609,15188664,324226406,531213462,324771606,266296371,182689853,33439,17005,5574,6487,6933,6818,7627,8682,8323,0,244,19544,8473,20467,1716,19975,25892,1043,11206,12263,8655,7881,4817,8,서초구,반포4동
2022,2,R,전통시장,2130299,엔터식스 강남점,CS100001,한식음식점,8984483023,336448,69,31,12,13,14,14,16,16,15,0,2,38,17,36,7,45,55,1,15,23,21,22,19,6225659226,2758823797,1104184326,1157983626,1262494687,1277558748,1423437839,1460392200,1298431597,20022343,176814326,3425853640,1500014034,3211008059,650770621,3451299187,4261291986,36224400,1184312619,1732293816,1625118319,1658636972,1476005049,237677,98771,44046,45227,46645,47056,54703,52815,45956,945,12109,138308,65055,106045,13986,136544,171704,2146,53238,65375,61463,68556,57469,43,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300035,인테리어,510000000,6324,91,9,21,25,11,13,22,9,0,0,2,43,48,7,0,6,94,0,23,33,31,13,0,465802133,44197867,104771737,126227246,56268364,65611270,112923516,44197867,0,0,8790566,221271373,243528125,36409936,0,18122282,300237838,0,72401996,104891255,99288751,41778117,0,5381,943,1095,1335,842,1130,979,943,0,0,412,2827,2488,597,0,245,3858,0,456,1514,1483,653,0,6,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300028,화초,5696053758,171808,83,18,11,17,18,18,19,12,6,2,26,33,25,13,1,35,65,0,14,34,23,16,13,4700008076,996045682,630245249,979817827,1018203555,1007262909,1064478536,658970235,337075447,100700267,1485204281,1895362701,1397491637,752052925,65241947,1465447083,2714460665,12301755,581039590,1429415162,963048529,662586234,531516478,127393,44415,19892,22890,27659,25206,31746,27793,16622,2725,37059,43736,43735,40738,3815,51637,92376,1362,31746,50003,24389,20846,15668,26,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300027,섬유제품,1799628895,8113,84,17,14,22,17,19,12,16,1,0,4,37,50,8,0,50,50,0,0,6,45,19,30,1502880587,296748308,243299387,394222661,300088126,341357914,223912499,286717047,10031261,0,77771777,670206257,901922487,149728374,0,680503051,691702659,0,2743845,77798331,617350361,266188364,408124809,6962,1151,1475,1533,1063,1682,1209,1121,30,0,385,2625,4040,1063,0,1682,4485,0,89,709,827,1623,2921,99,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300022,화장품,238793868,12727,70,30,11,12,13,17,18,14,16,0,5,24,36,36,0,22,79,1,17,19,21,27,15,167770713,71023155,27034342,27623330,30482900,40375615,42254526,33469117,37554038,0,10681367,56598345,84663221,86850935,0,51331677,187462191,3422917,39783109,45946157,51075992,63680939,34884754,8710,4017,1517,1407,1720,1971,2095,1922,2095,0,469,2830,4222,5206,0,2441,10286,269,2901,2821,2314,3012,1410,6,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300018,의약품,1308000000,30035,96,4,20,23,18,21,15,3,1,0,26,29,37,8,0,48,52,0,3,17,21,19,40,1256548082,51451918,259876929,293926179,235052724,268055227,199637023,40776389,10675529,0,345261840,377908904,479800184,104796904,232168,620081823,663932776,1118060,43172167,214643180,265834356,248277743,510969095,27295,2740,5765,5318,5011,5941,5260,1786,954,0,6896,8834,10223,4067,15,14072,15739,65,2660,4267,5693,6651,10475,5,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300017,시계및귀금속,6746520,18,100,0,0,97,0,4,0,0,0,0,0,0,39,61,0,4,97,0,0,0,0,39,61,6746520,0,0,6509800,0,236720,0,0,0,0,0,0,2603920,4142600,0,236720,6509800,0,0,0,0,2603920,4142600,18,0,0,12,0,6,0,0,0,0,0,0,12,6,0,6,12,0,0,0,0,12,6,4,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300015,가방,70411858,1567,55,45,4,10,19,13,10,42,3,0,0,32,40,28,0,18,82,0,1,4,14,35,46,38674644,31737214,2441325,6795019,13467971,8910833,7059496,29458645,2278569,0,305166,22399149,28115916,19591627,0,11230091,49741980,0,467921,2502357,8768422,21280209,27953162,1139,428,121,245,285,325,163,367,61,0,20,550,672,325,0,427,916,0,40,142,224,427,508,8,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300011,일반의류,719050365,27640,69,31,15,15,15,12,13,17,14,0,1,29,34,36,1,27,73,1,17,20,18,24,21,496889607,222160758,104411825,107582485,109588853,85371976,89934468,120332526,101828232,0,8014873,205745563,242000126,257496740,5793063,194522590,524527775,4001535,122251554,139945339,128974700,172038857,151838380,17777,9863,3408,3446,3673,3597,3653,5149,4714,0,266,7516,9484,10298,76,7817,19823,275,7369,7508,3595,4690,4203,69,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300002,편의점,1060649898,295712,69,32,14,13,13,13,16,17,14,2,23,19,18,25,14,59,42,1,29,29,20,15,7,726890163,333759735,144749194,136614749,133646191,142018320,169861709,182575488,151184247,19517790,241984840,199029230,195019057,260743925,144355056,609105644,432245883,13587907,298839454,297394054,204866665,154134114,72529334,198374,97338,38819,36074,36505,38257,48719,52824,44514,3196,70666,57851,59951,71917,32131,164025,129270,4653,96244,81128,51206,41284,18780,11,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS300001,슈퍼마켓,2854752883,198716,75,25,15,14,14,16,16,17,8,0,5,22,29,39,5,38,62,0,9,13,21,28,29,2140169690,714583193,431291412,395442380,406237735,446225072,460973091,484835548,229747645,219916,155445538,613042037,835809721,1115794848,134440823,1072783258,1730859579,4749008,255792859,353970952,597172228,779741038,812216752,149826,48890,30399,28538,29299,30330,31260,32598,16292,39,10405,41005,57536,79735,9996,77098,119739,544,23244,28618,39388,50215,54829,18,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS200028,미용실,580334874,5224,60,40,13,8,11,9,19,21,19,0,3,25,37,35,0,37,63,0,9,20,35,24,11,347334731,233000143,74245406,45495936,64618345,52335288,110639756,122758789,110241354,0,19501266,143691179,216853715,199957647,331067,215758494,364576380,1678955,51623646,118105781,203188984,141277419,64460089,3139,2085,641,494,559,566,879,1123,962,0,256,1563,1702,1698,5,2382,2842,28,788,1463,1369,990,586,4,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS100010,커피-음료,1710799465,201464,65,35,12,13,13,13,14,18,17,0,10,31,30,28,2,34,66,1,30,33,16,14,7,1116156119,594643346,197528467,213902632,229182822,228391796,247150402,307773868,286869478,306277,164458992,523763702,511145685,484825960,26298849,535473001,1023075853,13314487,462841989,506009983,256239694,213384102,106758599,131449,70015,24288,24699,26988,26470,29004,36443,33572,30,24895,57010,59333,56456,3740,68915,120572,2099,58561,58264,31359,26167,13036,21,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS100008,분식전문점,2657683851,212040,65,35,12,13,13,13,15,19,16,0,10,33,18,36,2,46,54,1,26,30,18,17,8,1730382680,927301171,312335809,331373719,348230867,347178627,391263658,491909406,435391765,10598385,273868868,883976991,489583253,951146268,48510086,1144683475,1336260096,20113088,637367577,747555496,457268486,413646598,204992325,144951,67089,28040,27094,27912,28715,33190,36919,30170,1415,36711,64324,40001,64400,5189,97487,106079,2107,51089,53631,38221,38150,20371,21,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS100006,패스트푸드점,1384898620,140037,68,32,13,13,14,13,16,17,14,0,11,33,21,31,4,47,53,1,29,26,19,16,9,946849082,438049538,179422738,185471876,186978829,179253027,215722612,239975712,198073826,590319,150689415,451760806,296354131,426152908,59351041,597443614,684089858,14786581,372422959,330533285,247396618,205250578,111143450,96110,43927,18486,18305,19042,18349,21928,23624,20303,105,19388,40336,30893,41655,7660,65236,68768,1945,41106,33336,25062,21497,11056,10,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS100005,제과점,696510524,87259,69,31,13,14,14,13,16,17,14,1,25,21,20,28,6,36,64,1,24,25,18,19,13,481940471,214570053,89107966,94517198,96626226,88642743,113046338,117019068,97550985,3592975,171202801,149158340,138602213,194212208,39741987,225625620,407240173,4976008,154114155,155377352,113503744,120921621,83972913,60938,26321,11152,11920,12235,11518,14113,14225,12096,664,23018,17790,17060,23496,5231,29183,53062,839,22323,21055,13604,14690,9734,6,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS100004,양식음식점,1941901647,30371,61,39,10,11,14,12,14,21,18,0,1,26,21,47,6,54,46,1,33,35,14,12,6,1178821957,763079690,199622591,217686611,263325451,235610059,262577245,412735342,350344348,0,11814779,505351516,409756374,902496364,112482614,959071698,812925347,10402001,576644729,621712901,239246006,216347145,107644263,19426,10945,3454,3552,4160,3858,4402,5770,5175,0,400,10098,6887,12241,745,12528,15431,215,7960,9235,4313,3845,2389,13,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS100003,일식음식점,557189765,30278,67,33,12,13,14,13,15,17,16,0,0,37,23,40,0,46,54,2,32,26,16,16,9,372606130,184583635,69010027,69979707,74999594,74244261,84372541,94282191,90301444,0,1351940,206011344,125441117,224123556,261808,238521278,275971251,8468330,165495578,133025905,80569891,82358380,44574443,20864,9414,4021,3851,3889,4121,4982,4915,4499,0,127,11126,7475,11533,17,12926,15725,534,9599,7002,4428,4610,2481,8,서초구,반포4동
2022,1,R,전통시장,2130299,엔터식스 강남점,CS100002,중식음식점,1482342569,41105,66,34,10,12,15,14,14,18,16,0,0,34,18,46,2,44,56,1,23,33,18,16,10,973309253,509033316,153565590,179403779,217809592,208432060,214098232,270446332,238586984,0,3878202,498000934,272099750,673979968,34383715,535066353,672377668,9895819,278335204,396984144,214114047,190055222,118059588,27526,13579,4527,5274,5943,5688,6094,7216,6363,0,281,15540,7955,16846,483,16126,21120,658,9738,10640,6445,6093,3672,7,서초구,반포4동
